"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","PCSK5","ZFHX3","COL25A1","HCRTR2","MDFIC","ADAMTSL1","NFIA","SEMA3E","LRMDA","DLC1","CNTNAP4","TENM1","COL19A1","ADRA1A","NKAIN1","SDK2","MCTP2","HS3ST4","KIAA1217","TLE4","ARSJ","PITPNC1","RYR3","ADAMTSL3","XKR4","RERG","SEMA3A","GARNL3","DSCAML1","KCNK2","TENM3","SEZ6L","ASTN2","AMOTL1","MCC","GRIK3","GAS7","DPP4","RALGPS2","SCN9A","NKAIN3","SORCS3","SGCZ","DIP2A","FGFR1","DCBLD1","DGKG","RXFP1","ZNF385D","ITPR2","DGKH","NPFFR2","TNIK","FRMD3","KCNMB4","GRM5","ASAP2","EPHA5","MCTP1","CNTNAP5","CAMK2D","PTCHD4","ZFPM2","CELF2","LRIG1","MDGA2","CLMP","PCDH15","ROBO2","RNF130","PCDH17","FKBP5","LHFPL3","SPOCK3","CDH10","DPP10","SLC8A1","TBC1D1","ADD3","UTRN","NRXN1","RIPOR2","BCL11B","RASGRP1","TMEFF2","ARHGAP22","TRPM3","CEP126","SLC1A2","LMO3","BRINP3","ALCAM","PLCB4","ARPP21","DOCK4","GRID2","HDAC4","STXBP5","SEC24D","TEAD1","PRKCE","SEL1L3","RAP1GAP2","NRP1","POU6F2","BICD1","ASIC2","GREB1L","CHST11","NOS1AP","NFIB","AOPEP","UST","SLC35F1","CACNA2D3","CADPS","SPARCL1","GRK3","GSG1L","DMD","ERC1","EPHA3","DNAH14","LRP1B","SLC24A2","DDAH1","WWOX","GAB2","PRKG1","BCL11A","STARD13","KCNH5","VWC2L","DOK6","KCNMB2","PDE4B","CNTN4","SLC39A11","MARCHF1","CLSTN2","DPYD","LHFPL6","SLIT3","NKAIN2","GPC5","MEIS2","CDH9","KAZN","MT-CO3"
"GO:BP","cell morphogenesis involved in neuron differentiation","GO:0048667","false","0.0000012485975259795106","5.903577529932129","597","143","21","21031",,,,,,"IEA",,"IBA",,,,,,,,,,,,,,,,,,,"IDA,ISS,IBA,TAS,IEA",,"IBA,NAS,IEA",,,,,,,,,,,,,,,"ISS",,,,,,,,,"IDA",,,,,"ISS,IBA",,,,,,,,,,"IEA","IDA,ISS,IEA",,,,,,,,,,,,"TAS","IEA","IEA",,,,,,,,,"ISS,IEA",,,,,,,,,,,,"ISS,IBA,TAS,NAS,IEA",,,,,,,"ISS,IEA",,"IEA",,,,,,,,,"IBA",,,,,,,"IEA","IMP,ISS",,,,,,,"IBA,TAS,IEA",,,,,,"IDA,IBA,IEA",,,,,,
"GO:BP","signaling","GO:0023052","false","0.0000014689844233896436","5.8329828092960545","6447","143","79","21031","IEP,TAS",,,"IDA,IBA,TAS,IEA","IDA",,"IEA","IDA,IGI,ISS,IBA,IEA",,"IMP,IBA,TAS,IEA","ISS","ISS,IEA",,"IDA,ISS,IBA,TAS,IEA",,,"IBA,NAS",,,"IBA,IEA",,"IMP",,,,"NAS","ISS,IBA,TAS","IEA",,"IEA","IEA","IBA",,"IBA,IEA","IDA,IMP,IBA,TAS,IEA","IDA,ISS,IBA,IEA",,,"IBA,IEA",,,"NAS,IEA",,,"IDA,IPI,IMP,IGI,IBA,TAS,IEA",,"ISS,IBA,IEA","IBA,IEA",,"TAS","IMP,IBA,IEA","IBA,TAS,IEA","IDA,IMP,IBA,IEA",,"TAS","IMP,IGI,IBA,TAS,IEA",,"ISS,IBA,IEA","ISS,IBA,NAS",,"TAS,IC",,,,,,,,"ISS",,"IEA",,,,,,"ISS,TAS","IEA",,"IBA","IDA,ISS,TAS,NAS,IEA","IMP,ISS,IEA",,"IMP,IBA,TAS,IEA",,"TAS,IEA",,,"TAS","IDA",,"TAS","IBA,TAS,IEA",,"IEA","IMP,ISS,IBA,TAS,IEA","IDA,IEA","IEA",,"IDA,IBA,NAS,IEA","ISS,IBA,TAS,IEA",,"IEA","IMP,ISS,IBA,TAS,NAS,IEA",,"ISS","TAS,IEA",,"IEA","ISS",,,,,,"IEA","IEA","IBA,TAS,IEA",,"ISS,IBA,IEA","IDA,IBA","IDA,IBA,IEA",,,"ISS,IBA,IEA","TAS","IDA,ISS,IEA","ISS,IBA,IEA","TAS,IEA",,"IBA,TAS,IEA",,"IBA,IEA","IBA",,"IMP,ISS,IBA,IEA","TAS",,,"IBA,IEA",,,"IMP",,"IBA,IEA",,,,
"GO:BP","synapse organization","GO:0050808","true","0.000001486662011706829","5.827787755845998","485","143","19","21031",,,,,,,"IEA","ISS,IEA",,,,,,,,"ISS,IEA",,,,,,,,,,,,,,,,"IBA",,,,,,,,,,,,"ISS",,,,,,,,,,,,"ISS,IEA",,,,,,,,,,,,,"ISS",,"IEA",,,,"IEA",,,,,,"ISS,TAS,NAS,IEA",,,,,"IDA,IMP",,,,,,,,,,"IMP,IEA",,,,,,,,"IEA",,,"IEA",,,"IDA,IMP,IEP",,,,,,,"IEA",,,,"IBA",,,,,,,,,,,,,,,,,,,"IBA,IEA",,,,,,,"IEA",,
"GO:BP","cell-cell adhesion via plasma-membrane adhesion molecules","GO:0098742","true","0.0000014967696010136147","5.824845045822121","280","143","15","21031",,,,,,,,,,,,"IBA",,,,"ISS,IEA",,,,,,,,,,,,,"IDA,IBA",,"ISS,IBA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IEA","IDA",,"IEA",,,,"IBA,IEA",,,,,,"ISS,NAS,IEA",,,,,,,,,,,"IMP",,,,"ISS,IEA",,,,,,,,,,,,,,,,,,,,,"IEA",,,,,,,,,,,,,,,,,,,,"IBA",,,"IEA",,,,,,,"IBA,IEA",,
"GO:BP","monoatomic ion transmembrane transport","GO:0034220","true","0.000001695737186628986","5.770641455877182","1013","143","27","21031",,,,,,,,,,,,,,"ISS",,,,,,,,,"ISS,IBA,IEA",,,,,,,"ISS,IBA,IEA",,,,,,"IEA",,,,"IDA,IBA,IEA",,,,,,,,,,"ISS,IBA,IEA",,,,,"IEA","IGI",,,,,"IDA,ISS,TAS,IC",,,,,,,,,,,,,,,"ISS,IBA","IDA,IMP,IGI,ISS,IBA,TAS,IEA",,,"ISS",,,,,,,"IDA,IBA,TAS,IEA",,"IEA",,,,"IBA",,,"IEA",,,,,"TAS,IEA",,,,,,"IBA,IEA",,,"ISS,TAS",,,,,"IEA",,,,,"ISS,IEA",,,,,"IDA,IBA",,,,,,,"IBA,IEA",,,"IEA","ISS,IEA",,"IBA,IEA",,,,,,,,,,,"IEA"
"GO:BP","neuron projection development","GO:0031175","false","0.000001732493575752243","5.7613283671176125","1014","143","27","21031",,,,,,"IEA",,"IBA",,,,,,,,,,,,,,,,,,,"IDA,IMP,ISS,IBA,TAS,IEA",,"IBA,NAS,IEA",,"ISS",,,,,,"IBA",,,,,,,"ISS","IEA",,"IEA",,,,,,"IDA,IBA",,,,,"ISS,IBA",,,,,,,,,,"IEA","IDA,ISS,IEA",,,,,,,,,,,,"IGI,TAS,NAS","IEA","IEA",,,,,,,,,"ISS,IEA",,,,"IEA",,,,,,,,"ISS,IBA,TAS,NAS,IEA",,,,,,,"ISS,IEA",,"IEA",,,,,,,"IMP,IEA",,"IMP,ISS,IBA",,,,,,,"IEA","IDA,IMP,ISS,IBA,IEA",,,,,,,"ISS,IBA,TAS,IEA",,,,,,"IDA,IBA,IEA",,,,,,
"GO:BP","neurogenesis","GO:0022008","false","0.0000018487111946214606","5.733130928959158","1742","143","36","21031",,"IBA,IEA",,,,"IEA","IEA","IDA,IBA",,,,"IBA",,,,"ISS,IEA",,,,,,,,,,,"IDA,IMP,ISS,IBA,TAS,IEA",,"IBA,NAS,IEA",,"ISS,IBA",,"IBA,IEA",,,,"IBA",,,,,,,"ISS","IMP,TAS,IEA",,"IEA",,,,,,"IDA,IBA",,,"IEA",,"IEP,ISS,IBA",,,,,,,,"ISS",,"IEA","IDA,ISS,IEA",,,,,,,,,,,,"IGI,ISS,TAS,NAS","IEA","IEA",,,,,,,,"ISS,IEA","ISS,IEA",,,,"ISS,IEA",,,,,,,,"ISS,IBA,TAS,NAS,IEA",,,,,,,"ISS,IEA",,"IEA",,,,,,,"IMP,IBA,IEA",,"IMP,ISS,IBA",,,,,,,"IEA","IDA,IMP,ISS,IBA,IEA",,,"IEA",,,,"IMP,ISS,IBA,TAS,IEA",,,,,,"IDA,IBA,IEA",,,,,,
"GO:BP","metal ion transport","GO:0030001","false","0.0000019963979082004682","5.699752893853736","877","143","25","21031",,,,,,,,,,,,,,"ISS","IBA,IEA",,,,,,,,"IMP,ISS,IBA,IEA",,,,,,,"ISS,IBA,IEA",,,,,,,,,,"IDA,IBA,TAS,IEA","IBA,IEA",,,,,,,,,"ISS,IBA,IEA",,,,,"IDA,TAS,IEA",,,,,,"IDA,ISS,TAS,IC",,,,,,,,,,,,,,,"ISS,IBA","IDA,IMP,IGI,ISS,IBA,TAS,IEA",,,"ISS",,,,,,,"IDA,TAS,IEA",,,,,,"IBA",,,,,,,,"TAS,IEA",,,,,,"IBA,IEA",,,"ISS,TAS",,,,,"IEA",,,,,"ISS,IEA",,,,,"IDA,IBA,IEA",,,,,,,"IBA,IEA",,,"IDA,IEA","ISS,IEA",,"IBA,IEA",,,,,,"IBA,IEA",,,,,
"GO:BP","anatomical structure morphogenesis","GO:0009653","false","0.0000020783332316958926","5.682284818143552","2684","143","46","21031","ISS,IEA",,,,,"IEA","IEA","ISS,IBA,IEA",,"IMP,ISS",,,,,,"ISS,IEA",,,,,,,,,,,"IDA,ISS,IBA,TAS,IEA",,"IDA,IBA,NAS,IEA",,"IMP",,"IEA","IBA",,,"IBA",,,,,,,"ISS","TAS,IEA",,,"IEA",,,,,"IDA,IBA",,,,,"ISS,IBA",,,,,"IMP,IEA",,"IEA",,,"IEA","IDA,ISS,IEA",,,,,,"IBA",,,,,,"ISS,TAS,NAS,IEA","IMP,IEA","IEA",,"IDA","IEA",,,,,,"ISS,IEA",,,,"ISS,IEA",,,,,,,,"IMP,ISS,IBA,TAS,NAS,IEA",,"TAS",,"IEA","IEA",,"ISS,IEA",,"IEA",,,,,,,"IEA",,"IBA",,,,"IEA","ISS,IEA",,"IEA","IMP,ISS,IEA","IMP,IGI",,,,,,"IBA,TAS,IEA",,,,,,"IDA,ISS,IBA,IEA",,,"IBA","IBA",,
"GO:BP","monoatomic ion transport","GO:0006811","false","0.000002276488516335698","5.6427345361331325","1256","143","30","21031",,,,,,,,,,,,,,"ISS","IBA,IEA",,,,,,,,"IMP,ISS,IBA,IEA",,,,,,,"ISS,IBA,IEA",,,,,,"IEA",,,,"IDA,IBA,TAS,IEA","IBA,IEA",,,,,,,,,"ISS,IBA,IEA",,,,,"IDA,TAS,IEA","IGI",,,,,"IDA,ISS,TAS,IC",,,,,,,,,,,,,,,"ISS,IBA","IDA,IMP,IGI,ISS,IBA,TAS,IEA",,,"ISS",,,,,,,"IDA,IBA,TAS,IEA",,"TAS,IEA",,,,"IBA",,,"IEA",,,,,"TAS,IEA",,,,,,"IBA,IEA",,,"ISS,TAS",,,,,"IEA",,,,,"ISS,IEA",,,,,"IDA,IBA,TAS,IEA",,,,,,,"IBA,IEA",,,"IDA,IEA","ISS,IEA",,"IBA,IEA",,,,,,"IBA,IEA",,,,,"IEA"
"GO:BP","anterograde trans-synaptic signaling","GO:0098916","false","0.0000025254398432588175","5.597662972054385","750","143","23","21031",,,,"TAS",,,,,,,"ISS",,,"ISS",,,"IBA",,,,,,,,,,,,,,,,,,,"ISS,IBA",,,,,,"IEA",,,,,,,,,,,,,"TAS","IBA,TAS,IEA",,,"ISS,IBA",,,,,,,,,,,,"IEA",,,,,,,,,,"ISS,NAS,IEA",,,,,,,,"TAS",,,,"IEA",,,"IMP,ISS,IBA,IEA",,"IEA",,,"IEA",,,,,,"TAS",,,,,,,,,"IEA",,,,"IEA","IBA",,,,"IBA,IEA",,,,,,,,,,,,"TAS",,,"IBA,IEA",,,,,,,,,
"GO:BP","chemical synaptic transmission","GO:0007268","false","0.0000025254398432588175","5.597662972054385","750","143","23","21031",,,,"TAS",,,,,,,"ISS",,,"ISS",,,"IBA",,,,,,,,,,,,,,,,,,,"ISS,IBA",,,,,,"IEA",,,,,,,,,,,,,"TAS","IBA,TAS,IEA",,,"ISS,IBA",,,,,,,,,,,,"IEA",,,,,,,,,,"ISS,NAS,IEA",,,,,,,,"TAS",,,,"IEA",,,"IMP,ISS,IBA,IEA",,"IEA",,,"IEA",,,,,,"TAS",,,,,,,,,"IEA",,,,"IEA","IBA",,,,"IBA,IEA",,,,,,,,,,,,"TAS",,,"IBA,IEA",,,,,,,,,
"GO:BP","trans-synaptic signaling","GO:0099537","false","0.000002940678515204834","5.531552451420877","756","143","23","21031",,,,"TAS",,,,,,,"ISS",,,"ISS",,,"IBA",,,,,,,,,,,,,,,,,,,"ISS,IBA",,,,,,"IEA",,,,,,,,,,,,,"TAS","IBA,TAS,IEA",,,"ISS,IBA",,,,,,,,,,,,"IEA",,,,,,,,,,"ISS,NAS,IEA",,,,,,,,"TAS",,,,"IEA",,,"IMP,ISS,IBA,IEA",,"IEA",,,"IEA",,,,,,"TAS",,,,,,,,,"IEA",,,,"IEA","IBA",,,,"IBA,IEA",,,,,,,,,,,,"TAS",,,"IBA,IEA",,,,,,,,,
"GO:BP","axon guidance","GO:0007411","false","0.0000030201863033231544","5.519966266311184","249","143","14","21031",,,,,,"IEA",,"IBA",,,,,,,,,,,,,,,,,,,"IDA,ISS,IBA,TAS,IEA",,"IBA,IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ISS,IBA",,,,,,,,,,,"ISS,IEA",,,,,,,,,,,,"TAS",,"IEA",,,,,,,,,"ISS,IEA",,,,,,,,,,,,"ISS,IBA,TAS,NAS,IEA",,,,,,,"ISS,IEA",,,,,,,,,,,"IBA",,,,,,,,,,,,,,,"IBA,TAS,IEA",,,,,,"IDA,IBA,IEA",,,,,,
"GO:BP","neuron projection guidance","GO:0097485","false","0.0000030201863033231544","5.519966266311184","249","143","14","21031",,,,,,"IEA",,"IBA",,,,,,,,,,,,,,,,,,,"IDA,ISS,IBA,TAS,IEA",,"IBA,IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ISS,IBA",,,,,,,,,,,"ISS,IEA",,,,,,,,,,,,"TAS",,"IEA",,,,,,,,,"ISS,IEA",,,,,,,,,,,,"ISS,IBA,TAS,NAS,IEA",,,,,,,"ISS,IEA",,,,,,,,,,,"IBA",,,,,,,,,,,,,,,"IBA,TAS,IEA",,,,,,"IDA,IBA,IEA",,,,,,
"GO:BP","developmental process","GO:0032502","false","0.000004330231755281008","5.363488859455818","6453","143","78","21031","IMP,ISS,IEA","IDA,IBA,IEA",,,,"IEA","IEA","IDA,ISS,IBA,IEA","IMP,IBA,IEA","IMP,ISS",,"IBA,TAS","TAS,IEA","IEA",,"ISS,IEA",,,"ISS",,,,,,"IBA",,"IDA,IMP,ISS,IBA,TAS,IEA",,"IDA,IBA,NAS,IEA","IEA","IMP,ISS,IBA,IEA","IBA","IBA,IEA","IBA",,,"IBA,IEA",,,"IEA",,,"IBA,TAS","ISS,IEA","IMP,IBA,TAS,IEA",,"IEA","IEA",,,,,"IDA,IBA,IEA",,,"IEA",,"IEP,ISS,IBA,IEA",,,,,"IMP,ISS,IBA,IEA",,"IEA","ISS,IBA","IMP","IEA","IDA,IMP,IEP,ISS,NAS,IEA",,"IEA",,,,"IBA",,"IMP,ISS",,,"TAS","IGI,ISS,TAS,NAS,IEA","IMP,IEA","IEA","IEA","IDA,IBA","IEA",,,"IEA","IMP","ISS,IBA,IEA","ISS,IEA",,,,"IMP,ISS,IEA","IMP,TAS,IEA",,"IEA","IBA",,,,"IMP,ISS,IBA,TAS,NAS,IEA","TAS","TAS","TAS,IEA","IDA,IMP,IBA,IEA","IEA",,"IMP,ISS,IEA",,"IEA",,,,"IBA",,,"IMP,ISS,IBA,NAS,IEA",,"IMP,ISS,IBA",,,,"IEA","ISS,IEA","IMP","IEA","IDA,IMP,ISS,IBA,IEA","IMP,IGI",,"IEA",,,,"IMP,ISS,IBA,TAS,IEA",,,"IBA,IEA",,,"IDA,IEP,ISS,IBA,IEA",,,"ISS,IBA,IEA","IBA,IEA","IEA",
"GO:BP","neuron projection morphogenesis","GO:0048812","false","0.000006502894856773199","5.186893267903891","655","143","21","21031",,,,,,"IEA",,"IBA",,,,,,,,,,,,,,,,,,,"IDA,ISS,IBA,TAS,IEA",,"IBA,NAS,IEA",,,,,,,,"IBA",,,,,,,"ISS",,,,,,,,,"IDA,IBA",,,,,"ISS,IBA",,,,,,,,,,,"IDA,ISS,IEA",,,,,,,,,,,,"TAS,NAS",,"IEA",,,,,,,,,"ISS,IEA",,,,,,,,,,,,"ISS,IBA,TAS,NAS,IEA",,,,,,,"ISS,IEA",,"IEA",,,,,,,"IEA",,"IBA",,,,,,,"IEA","IMP,ISS,IEA",,,,,,,"IBA,TAS,IEA",,,,,,"IDA,IBA,IEA",,,,,,
"GO:BP","regulation of localization","GO:0032879","true","0.000007554126526359264","5.1218157453174085","2018","143","38","21031",,,,,"ISS",,,,,,,"ISS",,,"IBA,IEA",,"IBA",,,,,,"ISS,IBA,IEA",,,,,,,,,,"IEA",,,,,,,,"IBA,IEA",,,,"IEA",,,,,"ISS,IBA",,,,,"TAS","IGI",,"ISS","ISS,IBA,IEA",,"IDA,IMP,ISS,TAS,IC",,,,,,,,,,"IEA",,,,,"IDA,ISS,IBA","ISS,TAS","IEA",,"ISS","ISS,IEA","ISS,IEA",,,,,,,"IEA",,,,"IBA",,,,,"ISS,IBA,TAS,IEA",,,"TAS,IEA",,,"TAS",,"IMP,IGI,IBA","IEA",,,"ISS,TAS",,,,,,"IBA",,,"IEA","ISS,IEA",,"IDA",,,,,,"ISS","IEA",,,,,,,"ISS,IEA",,,,,,,,"IBA,IEA","IBA",,,,
"GO:BP","neuron development","GO:0048666","false","0.000008131165984117912","5.089847173451447","1167","143","28","21031",,,,,,"IEA",,"IDA,IBA",,,,"IBA",,,,,,,,,,,,,,,"IDA,IMP,ISS,IBA,TAS,IEA",,"IBA,NAS,IEA",,"ISS,IBA",,,,,,"IBA",,,,,,,"ISS","IEA",,"IEA",,,,,,"IDA,IBA",,,,,"IEP,ISS,IBA",,,,,,,,,,"IEA","IDA,ISS,IEA",,,,,,,,,,,,"IGI,TAS,NAS","IEA","IEA",,,,,,,,,"ISS,IEA",,,,"IEA",,,,,,,,"ISS,IBA,TAS,NAS,IEA",,,,,,,"ISS,IEA",,"IEA",,,,,,,"IMP,IBA,IEA",,"IMP,ISS,IBA",,,,,,,"IEA","IDA,IMP,ISS,IBA,IEA",,,,,,,"ISS,IBA,TAS,IEA",,,,,,"IDA,IBA,IEA",,,,,,
"GO:BP","regulation of signaling","GO:0023051","false","0.000008983043302175832","5.046576506825623","3437","143","52","21031",,,,,"IDA",,,"IDA",,"IMP,IBA,TAS","ISS","ISS",,"IDA,ISS,IBA,IEA",,,"IBA",,,"IBA",,,,,,,"TAS","IEA",,,,"IBA",,,"IDA,IMP,IBA","ISS,IBA",,,,,,"IEA",,,"IDA,IMP,IGI,TAS,IEA",,"ISS,IEA",,,,,"IEA","IDA,IMP,IBA",,"TAS","IBA,IEA",,"ISS","ISS,IBA",,,,,,,,,,"ISS",,"IEA",,,,,,,"IEA",,,"IDA,ISS,NAS,IEA","IMP,ISS,IEA",,"IMP,IEA",,"TAS",,,,"IDA",,,"IEA",,,"IMP,IBA",,"IEA",,,"IEA",,"IEA","IMP,ISS,IBA,TAS,IEA",,"ISS",,,"IEA","ISS",,,,,,,,"IBA",,"IEA","IBA",,,,"IBA,IEA",,"IDA,ISS,IEA",,,,"IBA,TAS",,"IBA,IEA","IBA",,"ISS,IEA","TAS",,,"IBA,IEA",,,"IMP",,"IBA,IEA",,,,
"GO:BP","plasma membrane bounded cell projection morphogenesis","GO:0120039","false","0.000009935261669589306","5.002820690188571","671","143","21","21031",,,,,,"IEA",,"IBA",,,,,,,,,,,,,,,,,,,"IDA,ISS,IBA,TAS,IEA",,"IBA,NAS,IEA",,,,,,,,"IBA",,,,,,,"ISS",,,,,,,,,"IDA,IBA",,,,,"ISS,IBA",,,,,,,,,,,"IDA,ISS,IEA",,,,,,,,,,,,"TAS,NAS",,"IEA",,,,,,,,,"ISS,IEA",,,,,,,,,,,,"ISS,IBA,TAS,NAS,IEA",,,,,,,"ISS,IEA",,"IEA",,,,,,,"IEA",,"IBA",,,,,,,"IEA","IMP,ISS,IEA",,,,,,,"IBA,TAS,IEA",,,,,,"IDA,IBA,IEA",,,,,,
"GO:BP","inorganic cation transmembrane transport","GO:0098662","false","0.000010356242318793093","4.98479779635193","808","143","23","21031",,,,,,,,,,,,,,"ISS",,,,,,,,,"ISS,IBA,IEA",,,,,,,"ISS,IBA,IEA",,,,,,,,,,"IDA,IBA,IEA",,,,,,,,,,"ISS,IBA,IEA",,,,,"IEA",,,,,,"IDA,ISS,TAS,IC",,,,,,,,,,,,,,,"ISS,IBA","IDA,IMP,IGI,ISS,IBA,TAS,IEA",,,"ISS",,,,,,,"IDA,TAS,IEA",,,,,,"IBA",,,,,,,,"TAS,IEA",,,,,,"IBA,TAS,IEA",,,"ISS,TAS",,,,,"IEA",,,,,"ISS,IEA",,,,,"IDA,IBA",,,,,,,"IBA,IEA",,,"IEA","ISS,IEA",,"IBA,IEA",,,,,,,,,,,"IEA"
"GO:BP","intracellular signaling cassette","GO:0141124","false","0.000010791431821804845","4.966920928713353","1861","143","36","21031",,,,,"IDA",,,"IDA",,"IMP,IBA,TAS",,"ISS",,"IDA,ISS,IBA,IEA",,,"NAS",,,,,,,,,"NAS","TAS","IEA",,,,,,,,,,,"IBA,IEA",,,,,,"IDA,IMP,IGI,TAS,IEA",,,,,,,"IEA","IDA,IMP,IBA",,,"IGI,IEA",,"ISS","NAS",,"TAS,IC",,,,,,,,,,,,,,,,"ISS,TAS",,,,"IDA","IMP,ISS,IEA",,"IMP,IBA,TAS,IEA",,"TAS",,,,"IDA",,,,,"IEA",,"IEA",,,,"IEA",,"IEA","IMP,ISS,IEA",,,,,,"ISS",,,,,,,,,,"ISS,IEA","IDA",,,,,"TAS",,"ISS","IEA",,"IBA,TAS",,,"IBA",,,,,,,,,,,,,,,
"GO:BP","cell adhesion","GO:0007155","false","0.000011122885225936822","4.9537825441232775","1512","143","32","21031",,"ISS",,,,"IEA",,"ISS,IEA",,"IDA,ISS","IEA","IBA","NAS,IEA",,,"ISS,IEA",,,,,,,,,,,,,"IDA,IBA,IEA",,"ISS,IBA,IEA",,"IBA",,,,,"IDA,IEA",,,,,,,,,,,,,,,,,,,,,,"IEA",,,,,,,,"IBA,IEA","IDA,IBA,IEA",,"IBA,IEA",,,,"IBA,NAS,IEA",,,,,"IMP","ISS,TAS,NAS,IEA","IMP,ISS,TAS,IEA",,"IEA",,,,,,,,"IMP,ISS,IBA,TAS,IEA",,,,"ISS,IEA",,,,,"IEA",,,"IDA,IMP",,,,,,,,,,,,,"IEA",,,"IEA",,"IDA,IEA",,,,,,,"IMP",,,,,,,,"IBA,TAS,IEA",,,"IEA",,,,,,,"IBA,NAS,IEA",,
"GO:BP","cell projection morphogenesis","GO:0048858","false","0.000011313308349248295","4.946410375824239","676","143","21","21031",,,,,,"IEA",,"IBA",,,,,,,,,,,,,,,,,,,"IDA,ISS,IBA,TAS,IEA",,"IBA,NAS,IEA",,,,,,,,"IBA",,,,,,,"ISS",,,,,,,,,"IDA,IBA",,,,,"ISS,IBA",,,,,,,,,,,"IDA,ISS,IEA",,,,,,,,,,,,"TAS,NAS",,"IEA",,,,,,,,,"ISS,IEA",,,,,,,,,,,,"ISS,IBA,TAS,NAS,IEA",,,,,,,"ISS,IEA",,"IEA",,,,,,,"IEA",,"IBA",,,,,,,"IEA","IMP,ISS,IEA",,,,,,,"IBA,TAS,IEA",,,,,,"IDA,IBA,IEA",,,,,,
"GO:BP","modulation of chemical synaptic transmission","GO:0050804","false","0.000011341935950921612","4.9453128095486845","489","143","18","21031",,,,,,,,,,,"ISS",,,"ISS",,,"IBA",,,,,,,,,,,,,,,,,,,"ISS,IBA",,,,,,"IEA",,,,,,,,,,,,,"TAS","IBA,IEA",,,"ISS,IBA",,,,,,,,,,,,"IEA",,,,,,,,,,"ISS,NAS,IEA",,,,,,,,,,,,"IEA",,,"IMP,IBA",,"IEA",,,"IEA",,,,,,,,,,,,,,,,,,,,"IBA",,,,"IBA,IEA",,,,,,,,,,,,"TAS",,,"IBA,IEA",,,,,,,,,
"GO:BP","regulation of trans-synaptic signaling","GO:0099177","false","0.000011707262334824762","4.931544649921865","490","143","18","21031",,,,,,,,,,,"ISS",,,"ISS",,,"IBA",,,,,,,,,,,,,,,,,,,"ISS,IBA",,,,,,"IEA",,,,,,,,,,,,,"TAS","IBA,IEA",,,"ISS,IBA",,,,,,,,,,,,"IEA",,,,,,,,,,"ISS,NAS,IEA",,,,,,,,,,,,"IEA",,,"IMP,IBA",,"IEA",,,"IEA",,,,,,,,,,,,,,,,,,,,"IBA",,,,"IBA,IEA",,,,,,,,,,,,"TAS",,,"IBA,IEA",,,,,,,,,
"GO:BP","monoatomic cation transport","GO:0006812","false","0.000011947574195576141","4.922720263788609","1033","143","26","21031",,,,,,,,,,,,,,"ISS","IBA,IEA",,,,,,,,"IMP,ISS,IBA,IEA",,,,,,,"ISS,IBA,IEA",,,,,,,,,,"IDA,IBA,TAS,IEA","IBA,IEA",,,,,,,,,"ISS,IBA,IEA",,,,,"IDA,TAS,IEA",,,,,,"IDA,ISS,TAS,IC",,,,,,,,,,,,,,,"ISS,IBA","IDA,IMP,IGI,ISS,IBA,TAS,IEA",,,"ISS",,,,,,,"IDA,IBA,TAS,IEA",,,,,,"IBA",,,,,,,,"TAS,IEA",,,,,,"IBA,IEA",,,"ISS,TAS",,,,,"IEA",,,,,"ISS,IEA",,,,,"IDA,IBA,IEA",,,,,,,"IBA,IEA",,,"IDA,IEA","ISS,IEA",,"IBA,IEA",,,,,,"IBA,IEA",,,,,"IEA"
"GO:BP","monoatomic cation transmembrane transport","GO:0098655","false","0.000017112436168452072","4.7666881588281935","830","143","23","21031",,,,,,,,,,,,,,"ISS",,,,,,,,,"ISS,IBA,IEA",,,,,,,"ISS,IBA,IEA",,,,,,,,,,"IDA,IBA,IEA",,,,,,,,,,"ISS,IBA,IEA",,,,,"IEA",,,,,,"IDA,ISS,TAS,IC",,,,,,,,,,,,,,,"ISS,IBA","IDA,IMP,IGI,ISS,IBA,TAS,IEA",,,"ISS",,,,,,,"IDA,IBA,TAS,IEA",,,,,,"IBA",,,,,,,,"TAS,IEA",,,,,,"IBA",,,"ISS,TAS",,,,,"IEA",,,,,"ISS,IEA",,,,,"IDA,IBA",,,,,,,"IBA,IEA",,,"IEA","ISS,IEA",,"IBA,IEA",,,,,,,,,,,"IEA"
"GO:BP","axonogenesis","GO:0007409","false","0.000035175177101288625","4.453763707285718","466","143","17","21031",,,,,,"IEA",,"IBA",,,,,,,,,,,,,,,,,,,"IDA,ISS,IBA,TAS,IEA",,"IBA,NAS,IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ISS,IBA",,,,,,,,,,,"IDA,ISS,IEA",,,,,,,,,,,,"TAS",,"IEA",,,,,,,,,"ISS,IEA",,,,,,,,,,,,"ISS,IBA,TAS,NAS,IEA",,,,,,,"ISS,IEA",,"IEA",,,,,,,,,"IBA",,,,,,,"IEA","IMP,ISS",,,,,,,"IBA,TAS,IEA",,,,,,"IDA,IBA,IEA",,,,,,
