"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","PCSK5","ZFHX3","COL25A1","HCRTR2","MDFIC","ADAMTSL1","NFIA","SEMA3E","LRMDA","DLC1","CNTNAP4","TENM1","COL19A1","ADRA1A","NKAIN1","SDK2","MCTP2","HS3ST4","KIAA1217","TLE4","ARSJ","PITPNC1","RYR3","ADAMTSL3","XKR4","RERG","SEMA3A","GARNL3","DSCAML1","KCNK2","TENM3","SEZ6L","ASTN2","AMOTL1","MCC","GRIK3","GAS7","DPP4","RALGPS2","SCN9A","NKAIN3","SORCS3","SGCZ","DIP2A","FGFR1","DCBLD1","DGKG","RXFP1","ZNF385D","ITPR2","DGKH","NPFFR2","TNIK","FRMD3","KCNMB4","GRM5","ASAP2","EPHA5","MCTP1","CNTNAP5","CAMK2D","PTCHD4","ZFPM2","CELF2","LRIG1","MDGA2","CLMP","PCDH15","ROBO2","RNF130","PCDH17","FKBP5","LHFPL3","SPOCK3","CDH10","DPP10","SLC8A1","TBC1D1","ADD3","UTRN","NRXN1","RIPOR2","BCL11B","RASGRP1","TMEFF2","ARHGAP22","TRPM3","CEP126","SLC1A2","LMO3","BRINP3","ALCAM","PLCB4","ARPP21","DOCK4","GRID2","HDAC4","STXBP5","SEC24D","TEAD1","PRKCE","SEL1L3","RAP1GAP2","NRP1","POU6F2","BICD1","ASIC2","GREB1L","CHST11","NOS1AP","NFIB","AOPEP","UST","SLC35F1","CACNA2D3","CADPS","SPARCL1","GRK3","GSG1L","DMD","ERC1","EPHA3","DNAH14","LRP1B","SLC24A2","DDAH1","WWOX","GAB2","PRKG1","BCL11A","STARD13","KCNH5","VWC2L","DOK6","KCNMB2","PDE4B","CNTN4","SLC39A11","MARCHF1","CLSTN2","DPYD","LHFPL6","SLIT3","NKAIN2","GPC5","MEIS2","CDH9","KAZN","MT-CO3"
"TF","Factor: MOVO-B; motif: GNGGGGG; match class: 1","TF:M01104_1","false","0.019111745198502943","1.7186996533179217","5843","149","69","20045","TF",,,,,,"TF",,"TF","TF",,,,"TF","TF","TF","TF","TF",,,,"TF","TF",,"TF",,,,"TF","TF",,,"TF",,"TF","TF","TF",,"TF",,"TF","TF",,"TF",,,,,,"TF","TF","TF",,,"TF",,"TF",,,"TF","TF",,"TF","TF","TF","TF",,,"TF","TF",,,"TF",,,"TF",,"TF","TF","TF","TF",,"TF",,"TF",,,,"TF",,,,"TF",,"TF","TF","TF","TF",,"TF","TF","TF",,"TF",,"TF","TF","TF","TF",,,,"TF",,"TF",,,,"TF",,,,,,"TF","TF",,"TF",,"TF",,"TF",,,,,"TF",,,,"TF",,,"TF",,"TF",,,
"TF","Factor: WT1; motif: NNGGGNGGGSGN","TF:M07436","false","0.020738393351812094","1.6832248923765871","6709","149","76","20045","TF","TF",,,"TF",,"TF",,,"TF",,,,,,"TF","TF","TF",,,"TF",,,,"TF",,,,"TF","TF",,"TF",,"TF",,"TF",,"TF",,"TF","TF",,,,"TF",,"TF",,,,"TF",,"TF","TF","TF",,"TF","TF",,"TF","TF",,"TF","TF",,,"TF",,"TF",,,"TF","TF","TF",,"TF","TF","TF",,"TF",,,"TF",,,"TF","TF",,"TF",,"TF",,"TF",,"TF","TF","TF",,"TF","TF","TF","TF","TF","TF",,"TF",,"TF",,,,,"TF",,"TF","TF",,"TF","TF",,"TF","TF",,,,"TF",,"TF","TF","TF","TF","TF",,"TF",,"TF","TF",,,,"TF",,,"TF",,"TF",,,"TF"
"TF","Factor: RNF96; motif: BCCCGCRGCC; match class: 1","TF:M01199_1","false","0.02363001231421375","1.6265360520454266","4481","149","57","20045",,"TF",,,,,"TF",,,"TF",,,,,"TF","TF",,"TF",,"TF","TF","TF",,,"TF",,,,,,,"TF",,,"TF","TF","TF",,"TF",,,,,,"TF","TF",,,,"TF",,,,,,,"TF",,,,"TF",,"TF","TF","TF",,,,"TF","TF",,"TF","TF","TF",,,"TF","TF",,"TF","TF",,,"TF","TF",,,,,,,,"TF",,,,"TF","TF",,"TF","TF","TF","TF",,,,,"TF",,"TF",,,"TF",,"TF","TF",,,"TF",,,,,,,"TF","TF",,"TF","TF","TF",,,"TF",,"TF",,,,"TF",,,,,,"TF",,"TF",
"TF","Factor: E2F-1; motif: NNNSSCGCSAANN","TF:M07250","false","0.026830980326556772","1.571363459171664","11049","149","108","20045","TF",,"TF",,"TF",,"TF",,,"TF",,,"TF","TF","TF","TF",,"TF",,"TF","TF","TF","TF","TF","TF","TF",,,"TF","TF","TF",,,"TF","TF","TF","TF",,"TF",,"TF","TF","TF","TF","TF","TF","TF",,"TF","TF","TF",,"TF","TF","TF","TF","TF","TF",,"TF","TF","TF","TF","TF",,"TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,,"TF","TF",,"TF",,,"TF","TF",,"TF","TF",,"TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF",,"TF","TF",,"TF","TF",,"TF","TF",,"TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF",,,"TF",,,"TF","TF","TF","TF","TF",,"TF",,"TF",
"TF","Factor: E2F3; motif: NNRGMKGGAR; match class: 1","TF:M12598_1","false","0.03106776967762345","1.507689923168204","7152","149","79","20045","TF","TF","TF",,,,"TF",,,"TF",,,,,,,,,,,,"TF",,"TF","TF",,"TF",,"TF","TF",,"TF","TF","TF",,"TF","TF",,,,"TF","TF",,"TF","TF","TF","TF",,,"TF","TF",,"TF","TF","TF","TF","TF","TF",,"TF","TF",,"TF","TF","TF","TF","TF",,"TF","TF","TF",,"TF",,,"TF","TF","TF","TF","TF","TF",,,,"TF","TF",,,"TF",,,"TF","TF",,,"TF","TF",,"TF",,,"TF",,"TF",,"TF",,"TF",,"TF","TF",,"TF",,"TF",,,,"TF",,"TF",,,,,,"TF","TF",,"TF","TF","TF",,"TF",,,"TF","TF",,"TF","TF","TF","TF",,,"TF",,"TF",
"TF","Factor: WT1; motif: RGGNGGGGGAGGRGGNGGRG; match class: 1","TF:M10108_1","false","0.04785483970506859","1.3200741341479914","2954","149","42","20045",,"TF",,,"TF",,"TF",,,,,,,,,"TF",,"TF",,,"TF","TF","TF",,"TF",,,,,"TF",,"TF",,,,,,,"TF",,,,,,,,,,,"TF",,,"TF",,"TF",,"TF",,,,,,"TF",,,"TF","TF",,"TF",,,,"TF",,,"TF","TF","TF",,"TF",,,"TF",,,,,,,,,"TF",,,,,,,,,,"TF","TF","TF",,,,,"TF","TF",,,"TF",,"TF",,,"TF",,,"TF",,,,,,,,,"TF","TF",,,"TF","TF",,,,,,,"TF",,,,"TF",,,
"TF","Factor: ZNF93; motif: GGYAGCRGCAGCGGYG; match class: 1","TF:M12742_1","false","0.049349569926995636","1.3067166277794808","1335","149","25","20045",,,,,,,,,,,,,,,,"TF",,"TF",,,,"TF",,,,,,,,"TF",,,"TF",,"TF",,,,"TF",,"TF",,,,,,,,,,,,,,,,"TF",,,,,,"TF","TF",,,,,,,,,"TF",,,,,,,,,,"TF",,,,,,,,,"TF",,,,,"TF","TF",,,,,,,,,,,"TF",,,,,,,,,,"TF",,"TF",,,"TF",,"TF",,,"TF","TF",,,,,,,,,,,,,,"TF","TF",,,,
"MIRNA","hsa-miR-5011-5p","MIRNA:hsa-miR-5011-5p","false","0.008017770394666057","2.0959463848225046","648","129","18","14819",,"MIRNA",,,,,"MIRNA",,,,,,,,,,,,,,"MIRNA","MIRNA",,,,,,,,,,,,,,"MIRNA",,,,,,,,,,,"MIRNA",,,,"MIRNA",,,,"MIRNA",,,"MIRNA",,"MIRNA",,,,,,,,,,,,,,,,,"MIRNA",,,,,,,,,,,,,,,,,,"MIRNA","MIRNA",,,,,,,,,,,,"MIRNA",,,"MIRNA",,,,,,,,,,"MIRNA",,,,"MIRNA",,,,,,,,,"MIRNA",,,,,,,,,,,,,,,
"MIRNA","hsa-miR-190a-3p","MIRNA:hsa-miR-190a-3p","false","0.026655905169011198","1.5742065653156387","643","129","17","14819",,"MIRNA",,,,,"MIRNA",,,,,,,,,,,,,,"MIRNA","MIRNA",,,,,,,,,,,,,,"MIRNA",,,,,,,,,,,"MIRNA",,,,"MIRNA",,,,"MIRNA",,,"MIRNA",,"MIRNA",,,,,,,,,,,,,,,,,"MIRNA",,,,,,,,,,,,,,,,,,"MIRNA","MIRNA",,,,,,,,,,,,"MIRNA",,,"MIRNA",,,,,,,,,,"MIRNA",,,,"MIRNA",,,,,,,,,,,,,,,,,,,,,,,,
"MIRNA","hsa-miR-3161","MIRNA:hsa-miR-3161","false","0.04091774202770068","1.3880883400616957","115","129","7","14819",,,,,,,,,,,,,"MIRNA",,,,,,,,,,,,,,,,,,,,,,,,"MIRNA",,,,,,,"MIRNA",,,,,,,"MIRNA",,,,,,,,,,,,,,,,,,,,,,,,,,"MIRNA",,,,,,,"MIRNA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MIRNA",,,,,,,,,,,,,,,
"MIRNA","hsa-miR-5006-3p","MIRNA:hsa-miR-5006-3p","false","0.04937428241546699","1.3064992031683718","255","129","10","14819",,"MIRNA",,,,,"MIRNA",,,,,,,,,,,,,,,,,,"MIRNA",,,,,,,"MIRNA",,,,,,,,,,,,,,,,,"MIRNA",,,,,,,,,,"MIRNA",,,,,"MIRNA",,,,,,,,,,,,,,,,,,,,,"MIRNA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MIRNA","MIRNA",,,,,,,,,,
"HPA","cerebral cortex","HPA:0100000","false","0.01620129219693005","1.7904503452341864","8106","80","73","11019","Approved",,,"Enhanced","Approved",,"Enhanced",,"Approved",,"Enhanced",,,"Approved",,,,,"Approved",,,,,,,,,"Enhanced",,,"Approved",,,"Approved","Approved",,"Enhanced",,"Enhanced",,"Enhanced",,,,"Approved",,"Approved",,,,,,"Approved","Approved","Enhanced",,"Approved",,,,"Approved",,"Approved","Enhanced","Approved",,,,"Approved","Approved",,"Enhanced",,,"Approved",,,"Approved","Supported","Enhanced",,,"Enhanced",,"Approved",,,,"Enhanced",,,"Enhanced","Approved","Enhanced",,,"Approved","Enhanced","Approved",,"Enhanced","Approved","Approved","Approved",,"Approved","Enhanced",,"Approved","Approved","Supported","Approved","Approved","Enhanced",,"Enhanced",,,"Enhanced","Enhanced","Approved","Approved",,"Approved",,"Enhanced","Approved","Enhanced","Enhanced","Enhanced","Supported",,,"Approved",,,,,,,,"Approved","Approved",,"Enhanced","Enhanced","Approved","Approved","Approved"
"HPA","cerebral cortex; neuropil[≥Medium]","HPA:0100212","false","0.037953072570210425","1.4207530591289328","2618","80","34","11019",,,,"Enhanced","Approved",,,,,,"Enhanced",,,"Approved",,,,,"Approved",,,,,,,,,"Enhanced",,,,,,,,,,,,,,,,,"Approved",,,,,,,,,,"Enhanced",,,,,,"Approved",,"Approved",,"Approved",,,,"Approved","Approved",,,,,"Approved",,,,"Supported",,,,,,,,,,"Enhanced",,,"Enhanced",,,,,"Approved","Enhanced","Approved",,"Enhanced","Approved","Approved",,,"Approved","Enhanced",,,,,,,"Enhanced",,"Enhanced",,,,,"Approved",,,"Approved",,"Enhanced","Approved","Enhanced",,,,,,"Approved",,,,,,,,,,,"Enhanced",,,,
"CORUM","PlexinA1-NRP1-SEMA3A complex","CORUM:5746","false","0.049642665785042006","1.3041449051618608","3","20","2","3383",,,,,,,,,,,,,,,,,,,,,,,,,,,"CORUM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CORUM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
